Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,086232,2019,06,57.5,Y
IDCJAC0001,086232,2019,07,52.8,Y
IDCJAC0001,086232,2019,08,64.3,Y
IDCJAC0001,086232,2019,09,51.4,Y
IDCJAC0001,086232,2019,10,27.7,Y
IDCJAC0001,086232,2019,11,60.8,Y
IDCJAC0001,086232,2019,12,4.4,Y
IDCJAC0001,086232,2020,01,129.4,N
IDCJAC0001,086232,2020,02,75.8,N
IDCJAC0001,086232,2020,03,78.2,Y
IDCJAC0001,086232,2020,04,145.6,Y
IDCJAC0001,086232,2020,05,82.8,N
IDCJAC0001,086232,2020,06,30.8,Y
IDCJAC0001,086232,2020,07,32.4,Y
IDCJAC0001,086232,2020,08,68.8,N
IDCJAC0001,086232,2020,09,26.8,Y
IDCJAC0001,086232,2020,10,80.8,Y
IDCJAC0001,086232,2020,11,55.2,Y
IDCJAC0001,086232,2020,12,42.6,Y
IDCJAC0001,086232,2021,01,93.6,Y
IDCJAC0001,086232,2021,02,11.2,Y
IDCJAC0001,086232,2021,03,60.2,Y
IDCJAC0001,086232,2021,04,38.2,Y
IDCJAC0001,086232,2021,05,69.8,Y
IDCJAC0001,086232,2021,06,47.7,Y
IDCJAC0001,086232,2021,07,35.7,Y
IDCJAC0001,086232,2021,08,59.2,N
IDCJAC0001,086232,2021,09,72.6,Y
IDCJAC0001,086232,2021,10,118.5,Y
IDCJAC0001,086232,2021,11,98.2,N
IDCJAC0001,086232,2021,12,22.6,Y
IDCJAC0001,086232,2022,01,72.3,Y
IDCJAC0001,086232,2022,02,6.5,Y
IDCJAC0001,086232,2022,03,56.7,Y
IDCJAC0001,086232,2022,04,75.4,Y
IDCJAC0001,086232,2022,05,33.2,N
IDCJAC0001,086232,2022,06,58.0,Y
IDCJAC0001,086232,2022,07,45.4,Y
IDCJAC0001,086232,2022,08,65.8,Y
IDCJAC0001,086232,2022,09,51.8,Y
IDCJAC0001,086232,2022,10,168.5,Y
IDCJAC0001,086232,2022,11,83.6,Y
IDCJAC0001,086232,2022,12,48.8,N
IDCJAC0001,086232,2023,01,22.3,Y
IDCJAC0001,086232,2023,02,26.3,Y
IDCJAC0001,086232,2023,03,51.2,Y
IDCJAC0001,086232,2023,04,119.3,N
IDCJAC0001,086232,2023,05,88.4,Y
IDCJAC0001,086232,2023,06,58.5,Y
IDCJAC0001,086232,2023,07,25.0,Y
IDCJAC0001,086232,2023,08,26.0,N
IDCJAC0001,086232,2023,09,15.1,Y
IDCJAC0001,086232,2023,10,86.4,N
IDCJAC0001,086232,2023,11,44.9,N
IDCJAC0001,086232,2023,12,70.4,N
IDCJAC0001,086232,2024,01,117.6,N
IDCJAC0001,086232,2024,02,6.4,N
IDCJAC0001,086232,2024,03,4.0,N
IDCJAC0001,086232,2024,04,123.0,N
