Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,023000,1956,05,18.4,Y
IDCJAC0002,023000,1956,06,14.2,Y
IDCJAC0002,023000,1956,07,14.1,Y
IDCJAC0002,023000,1956,08,14.4,Y
IDCJAC0002,023000,1956,09,16.6,Y
IDCJAC0002,023000,1956,10,18.8,Y
IDCJAC0002,023000,1956,11,22.1,Y
IDCJAC0002,023000,1956,12,23.2,Y
IDCJAC0002,023000,1957,01,28.1,Y
IDCJAC0002,023000,1957,02,27.7,Y
IDCJAC0002,023000,1957,03,24.9,Y
IDCJAC0002,023000,1957,04,21.5,Y
IDCJAC0002,023000,1957,05,18.9,Y
IDCJAC0002,023000,1957,06,20.4,Y
IDCJAC0002,023000,1957,07,14.0,Y
IDCJAC0002,023000,1957,08,16.0,Y
IDCJAC0002,023000,1957,09,17.6,Y
IDCJAC0002,023000,1957,10,21.2,Y
IDCJAC0002,023000,1957,11,23.3,Y
IDCJAC0002,023000,1957,12,27.3,Y
IDCJAC0002,023000,1958,01,27.4,Y
IDCJAC0002,023000,1958,02,28.4,Y
IDCJAC0002,023000,1958,03,24.9,Y
IDCJAC0002,023000,1958,04,24.4,Y
IDCJAC0002,023000,1958,05,19.3,Y
IDCJAC0002,023000,1958,06,15.0,Y
IDCJAC0002,023000,1958,07,14.4,Y
IDCJAC0002,023000,1958,08,15.1,Y
IDCJAC0002,023000,1958,09,16.4,Y
IDCJAC0002,023000,1958,10,18.8,Y
IDCJAC0002,023000,1958,11,24.2,Y
IDCJAC0002,023000,1958,12,24.2,Y
IDCJAC0002,023000,1959,01,30.7,Y
IDCJAC0002,023000,1959,02,27.7,Y
IDCJAC0002,023000,1959,03,26.5,Y
IDCJAC0002,023000,1959,04,23.3,Y
IDCJAC0002,023000,1959,05,19.6,Y
IDCJAC0002,023000,1959,06,16.7,Y
IDCJAC0002,023000,1959,07,15.3,Y
IDCJAC0002,023000,1959,08,18.1,Y
IDCJAC0002,023000,1959,09,19.1,Y
IDCJAC0002,023000,1959,10,21.4,Y
IDCJAC0002,023000,1959,11,27.2,Y
IDCJAC0002,023000,1959,12,22.8,Y
IDCJAC0002,023000,1960,01,31.0,Y
IDCJAC0002,023000,1960,02,25.7,Y
IDCJAC0002,023000,1960,03,26.6,Y
IDCJAC0002,023000,1960,04,19.8,Y
IDCJAC0002,023000,1960,05,15.7,Y
IDCJAC0002,023000,1960,06,14.7,Y
IDCJAC0002,023000,1960,07,14.0,Y
IDCJAC0002,023000,1960,08,14.4,Y
IDCJAC0002,023000,1960,09,16.5,Y
IDCJAC0002,023000,1960,10,21.9,Y
IDCJAC0002,023000,1960,11,21.4,Y
IDCJAC0002,023000,1960,12,28.8,Y
IDCJAC0002,023000,1961,01,31.1,Y
IDCJAC0002,023000,1961,02,28.8,Y
IDCJAC0002,023000,1961,03,26.4,Y
IDCJAC0002,023000,1961,04,22.5,Y
IDCJAC0002,023000,1961,05,19.0,Y
IDCJAC0002,023000,1961,06,17.2,Y
IDCJAC0002,023000,1961,07,14.7,Y
IDCJAC0002,023000,1961,08,15.9,Y
IDCJAC0002,023000,1961,09,21.0,Y
IDCJAC0002,023000,1961,10,23.5,Y
IDCJAC0002,023000,1961,11,24.4,Y
IDCJAC0002,023000,1961,12,26.8,Y
IDCJAC0002,023000,1962,01,29.3,Y
IDCJAC0002,023000,1962,02,28.0,Y
IDCJAC0002,023000,1962,03,26.7,Y
IDCJAC0002,023000,1962,04,23.4,Y
IDCJAC0002,023000,1962,05,17.1,Y
IDCJAC0002,023000,1962,06,17.1,Y
IDCJAC0002,023000,1962,07,16.1,Y
IDCJAC0002,023000,1962,08,15.7,Y
IDCJAC0002,023000,1962,09,18.8,Y
IDCJAC0002,023000,1962,10,19.9,Y
IDCJAC0002,023000,1962,11,25.8,Y
IDCJAC0002,023000,1962,12,24.9,Y
IDCJAC0002,023000,1963,01,27.3,Y
IDCJAC0002,023000,1963,02,27.7,Y
IDCJAC0002,023000,1963,03,25.3,Y
IDCJAC0002,023000,1963,04,21.9,Y
IDCJAC0002,023000,1963,05,17.2,Y
IDCJAC0002,023000,1963,06,15.4,Y
IDCJAC0002,023000,1963,07,13.9,Y
IDCJAC0002,023000,1963,08,15.7,Y
IDCJAC0002,023000,1963,09,18.8,Y
IDCJAC0002,023000,1963,10,22.8,Y
IDCJAC0002,023000,1963,11,24.8,Y
IDCJAC0002,023000,1963,12,27.0,Y
IDCJAC0002,023000,1964,01,26.7,Y
IDCJAC0002,023000,1964,02,25.7,Y
IDCJAC0002,023000,1964,03,25.4,Y
IDCJAC0002,023000,1964,04,22.0,Y
IDCJAC0002,023000,1964,05,18.4,Y
IDCJAC0002,023000,1964,06,15.9,Y
IDCJAC0002,023000,1964,07,15.0,Y
IDCJAC0002,023000,1964,08,15.5,Y
IDCJAC0002,023000,1964,09,18.1,Y
IDCJAC0002,023000,1964,10,19.0,Y
IDCJAC0002,023000,1964,11,23.7,Y
IDCJAC0002,023000,1964,12,21.4,Y
IDCJAC0002,023000,1965,01,26.7,Y
IDCJAC0002,023000,1965,02,29.4,Y
IDCJAC0002,023000,1965,03,25.9,Y
IDCJAC0002,023000,1965,04,20.1,Y
IDCJAC0002,023000,1965,05,18.7,Y
IDCJAC0002,023000,1965,06,16.4,Y
IDCJAC0002,023000,1965,07,14.4,Y
IDCJAC0002,023000,1965,08,16.1,Y
IDCJAC0002,023000,1965,09,18.8,Y
IDCJAC0002,023000,1965,10,23.3,Y
IDCJAC0002,023000,1965,11,23.6,Y
IDCJAC0002,023000,1965,12,28.7,Y
IDCJAC0002,023000,1966,01,29.8,Y
IDCJAC0002,023000,1966,02,26.8,Y
IDCJAC0002,023000,1966,03,25.4,Y
IDCJAC0002,023000,1966,04,21.2,Y
IDCJAC0002,023000,1966,05,18.0,Y
IDCJAC0002,023000,1966,06,16.4,Y
IDCJAC0002,023000,1966,07,13.9,Y
IDCJAC0002,023000,1966,08,15.3,Y
IDCJAC0002,023000,1966,09,17.3,Y
IDCJAC0002,023000,1966,10,19.9,Y
IDCJAC0002,023000,1966,11,25.1,Y
IDCJAC0002,023000,1966,12,24.4,Y
IDCJAC0002,023000,1967,01,25.8,Y
IDCJAC0002,023000,1967,02,28.8,Y
IDCJAC0002,023000,1967,03,24.8,Y
IDCJAC0002,023000,1967,04,24.2,Y
IDCJAC0002,023000,1967,05,19.8,Y
IDCJAC0002,023000,1967,06,17.9,Y
IDCJAC0002,023000,1967,07,15.5,Y
IDCJAC0002,023000,1967,08,15.4,Y
IDCJAC0002,023000,1967,09,18.4,Y
IDCJAC0002,023000,1967,10,22.9,Y
IDCJAC0002,023000,1967,11,24.2,Y
IDCJAC0002,023000,1967,12,24.7,Y
IDCJAC0002,023000,1968,01,30.7,Y
IDCJAC0002,023000,1968,02,30.1,Y
IDCJAC0002,023000,1968,03,26.1,Y
IDCJAC0002,023000,1968,04,23.5,Y
IDCJAC0002,023000,1968,05,16.5,Y
IDCJAC0002,023000,1968,06,15.1,Y
IDCJAC0002,023000,1968,07,13.6,Y
IDCJAC0002,023000,1968,08,14.5,Y
IDCJAC0002,023000,1968,09,17.2,Y
IDCJAC0002,023000,1968,10,21.1,Y
IDCJAC0002,023000,1968,11,21.4,Y
IDCJAC0002,023000,1968,12,24.9,Y
IDCJAC0002,023000,1969,01,30.1,Y
IDCJAC0002,023000,1969,02,25.8,Y
IDCJAC0002,023000,1969,03,24.4,Y
IDCJAC0002,023000,1969,04,22.0,Y
IDCJAC0002,023000,1969,05,17.6,Y
IDCJAC0002,023000,1969,06,15.4,Y
IDCJAC0002,023000,1969,07,15.9,Y
IDCJAC0002,023000,1969,08,17.2,Y
IDCJAC0002,023000,1969,09,15.5,Y
IDCJAC0002,023000,1969,10,22.5,Y
IDCJAC0002,023000,1969,11,22.9,Y
IDCJAC0002,023000,1969,12,23.0,Y
IDCJAC0002,023000,1970,01,25.5,Y
IDCJAC0002,023000,1970,02,29.0,Y
IDCJAC0002,023000,1970,03,24.1,Y
IDCJAC0002,023000,1970,04,22.4,Y
IDCJAC0002,023000,1970,05,17.3,Y
IDCJAC0002,023000,1970,06,16.6,Y
IDCJAC0002,023000,1970,07,15.1,Y
IDCJAC0002,023000,1970,08,14.4,Y
IDCJAC0002,023000,1970,09,16.2,Y
IDCJAC0002,023000,1970,10,20.8,Y
IDCJAC0002,023000,1970,11,23.8,Y
IDCJAC0002,023000,1970,12,25.4,Y
IDCJAC0002,023000,1971,01,27.5,Y
IDCJAC0002,023000,1971,02,29.3,Y
IDCJAC0002,023000,1971,03,28.2,Y
IDCJAC0002,023000,1971,04,24.1,Y
IDCJAC0002,023000,1971,05,17.5,Y
IDCJAC0002,023000,1971,06,14.9,Y
IDCJAC0002,023000,1971,07,14.8,Y
IDCJAC0002,023000,1971,08,15.2,Y
IDCJAC0002,023000,1971,09,17.8,Y
IDCJAC0002,023000,1971,10,20.3,Y
IDCJAC0002,023000,1971,11,21.2,Y
IDCJAC0002,023000,1971,12,24.4,Y
IDCJAC0002,023000,1972,01,26.8,Y
IDCJAC0002,023000,1972,02,28.2,Y
IDCJAC0002,023000,1972,03,24.2,Y
IDCJAC0002,023000,1972,04,23.4,Y
IDCJAC0002,023000,1972,05,20.2,Y
IDCJAC0002,023000,1972,06,17.1,Y
IDCJAC0002,023000,1972,07,14.7,Y
IDCJAC0002,023000,1972,08,15.9,Y
IDCJAC0002,023000,1972,09,19.4,Y
IDCJAC0002,023000,1972,10,21.4,Y
IDCJAC0002,023000,1972,11,23.3,Y
IDCJAC0002,023000,1972,12,26.5,Y
IDCJAC0002,023000,1973,01,29.9,Y
IDCJAC0002,023000,1973,02,27.5,Y
IDCJAC0002,023000,1973,03,24.6,Y
IDCJAC0002,023000,1973,04,22.9,Y
IDCJAC0002,023000,1973,05,19.6,Y
IDCJAC0002,023000,1973,06,14.6,Y
IDCJAC0002,023000,1973,07,16.5,Y
IDCJAC0002,023000,1973,08,16.5,Y
IDCJAC0002,023000,1973,09,18.9,Y
IDCJAC0002,023000,1973,10,21.7,Y
IDCJAC0002,023000,1973,11,23.3,Y
IDCJAC0002,023000,1973,12,27.2,Y
IDCJAC0002,023000,1974,01,29.7,Y
IDCJAC0002,023000,1974,02,26.7,Y
IDCJAC0002,023000,1974,03,27.9,Y
IDCJAC0002,023000,1974,04,21.1,Y
IDCJAC0002,023000,1974,05,18.1,Y
IDCJAC0002,023000,1974,06,16.2,Y
IDCJAC0002,023000,1974,07,15.1,Y
IDCJAC0002,023000,1974,08,16.2,Y
IDCJAC0002,023000,1974,09,16.6,Y
IDCJAC0002,023000,1974,10,20.0,Y
IDCJAC0002,023000,1974,11,22.7,Y
IDCJAC0002,023000,1974,12,24.9,Y
IDCJAC0002,023000,1975,01,25.2,Y
IDCJAC0002,023000,1975,02,29.8,Y
IDCJAC0002,023000,1975,03,24.0,Y
IDCJAC0002,023000,1975,04,21.8,Y
IDCJAC0002,023000,1975,05,19.6,Y
IDCJAC0002,023000,1975,06,16.0,Y
IDCJAC0002,023000,1975,07,17.5,Y
IDCJAC0002,023000,1975,08,15.5,Y
IDCJAC0002,023000,1975,09,18.9,Y
IDCJAC0002,023000,1975,10,19.2,Y
IDCJAC0002,023000,1975,11,25.0,Y
IDCJAC0002,023000,1975,12,28.1,Y
IDCJAC0002,023000,1976,01,26.6,Y
IDCJAC0002,023000,1976,02,29.3,Y
IDCJAC0002,023000,1976,03,25.2,Y
IDCJAC0002,023000,1976,04,21.6,Y
IDCJAC0002,023000,1976,05,17.9,Y
IDCJAC0002,023000,1976,06,15.6,Y
IDCJAC0002,023000,1976,07,15.8,Y
IDCJAC0002,023000,1976,08,16.4,Y
IDCJAC0002,023000,1976,09,17.4,Y
IDCJAC0002,023000,1976,10,18.6,Y
IDCJAC0002,023000,1976,11,22.7,Y
IDCJAC0002,023000,1976,12,25.9,Y
IDCJAC0002,023000,1977,01,28.3,Y
IDCJAC0002,023000,1977,02,29.2,Y
IDCJAC0002,023000,1977,03,24.6,Y
IDCJAC0002,023000,1977,04,20.2,Y
IDCJAC0002,023000,1977,05,18.4,Y
IDCJAC0002,023000,1977,06,15.1,Y
IDCJAC0002,023000,1977,07,15.4,Y
IDCJAC0002,023000,1977,08,19.2,Y
IDCJAC0002,023000,1977,09,17.7,Y
IDCJAC0002,023000,1977,10,22.8,Y
IDCJAC0002,023000,1977,11,23.4,Y
IDCJAC0002,023000,1977,12,27.1,Y
IDCJAC0002,023000,1978,01,26.5,Y
IDCJAC0002,023000,1978,02,27.1,Y
IDCJAC0002,023000,1978,03,26.0,Y
IDCJAC0002,023000,1978,04,22.2,Y
IDCJAC0002,023000,1978,05,18.8,Y
IDCJAC0002,023000,1978,06,15.4,Y
IDCJAC0002,023000,1978,07,14.2,Y
IDCJAC0002,023000,1978,08,14.9,Y
IDCJAC0002,023000,1978,09,16.9,Y
IDCJAC0002,023000,1978,10,21.6,Y
IDCJAC0002,023000,1978,11,23.1,Y
IDCJAC0002,023000,1978,12,25.7,Y
IDCJAC0002,023000,1979,01,31.4,Y
IDCJAC0002,023000,1979,02,29.3,Y
IDCJAC0002,023000,2017,05,19.8,Y
IDCJAC0002,023000,2017,06,16.9,Y
IDCJAC0002,023000,2017,07,16.3,Y
IDCJAC0002,023000,2017,08,15.9,Y
IDCJAC0002,023000,2017,09,19.1,Y
IDCJAC0002,023000,2017,10,23.7,Y
IDCJAC0002,023000,2017,11,27.5,Y
IDCJAC0002,023000,2017,12,27.0,Y
IDCJAC0002,023000,2018,01,31.5,Y
IDCJAC0002,023000,2018,02,29.9,Y
IDCJAC0002,023000,2018,03,27.2,Y
IDCJAC0002,023000,2018,04,26.2,Y
IDCJAC0002,023000,2018,05,18.6,Y
IDCJAC0002,023000,2018,06,15.9,Y
IDCJAC0002,023000,2018,07,16.1,Y
IDCJAC0002,023000,2018,08,17.0,Y
IDCJAC0002,023000,2018,09,18.6,Y
IDCJAC0002,023000,2018,10,23.7,Y
IDCJAC0002,023000,2018,11,24.0,Y
IDCJAC0002,023000,2018,12,30.1,Y
IDCJAC0002,023000,2019,01,33.0,Y
IDCJAC0002,023000,2019,02,29.5,Y
IDCJAC0002,023000,2019,03,26.6,Y
IDCJAC0002,023000,2019,04,24.3,Y
IDCJAC0002,023000,2019,05,18.6,Y
IDCJAC0002,023000,2019,06,16.0,Y
IDCJAC0002,023000,2019,07,16.1,Y
IDCJAC0002,023000,2019,08,15.4,Y
IDCJAC0002,023000,2019,09,19.1,Y
IDCJAC0002,023000,2019,10,23.8,Y
IDCJAC0002,023000,2019,11,23.3,Y
IDCJAC0002,023000,2019,12,30.6,Y
IDCJAC0002,023000,2020,01,28.7,Y
IDCJAC0002,023000,2020,02,26.4,Y
IDCJAC0002,023000,2020,03,25.6,Y
IDCJAC0002,023000,2020,04,21.4,Y
IDCJAC0002,023000,2020,05,17.5,Y
IDCJAC0002,023000,2020,06,15.8,Y
IDCJAC0002,023000,2020,07,15.3,Y
IDCJAC0002,023000,2020,08,16.0,Y
IDCJAC0002,023000,2020,09,20.5,Y
IDCJAC0002,023000,2020,10,21.9,Y
IDCJAC0002,023000,2020,11,28.8,Y
IDCJAC0002,023000,2020,12,26.3,Y
IDCJAC0002,023000,2021,01,28.9,Y
IDCJAC0002,023000,2021,02,27.1,Y
IDCJAC0002,023000,2021,03,26.0,Y
IDCJAC0002,023000,2021,04,23.1,Y
IDCJAC0002,023000,2021,05,19.6,Y
IDCJAC0002,023000,2021,06,16.7,Y
IDCJAC0002,023000,2021,07,15.2,Y
IDCJAC0002,023000,2021,08,16.8,Y
IDCJAC0002,023000,2021,09,19.6,Y
IDCJAC0002,023000,2021,10,21.1,Y
IDCJAC0002,023000,2021,11,23.4,Y
IDCJAC0002,023000,2021,12,27.3,Y
IDCJAC0002,023000,2022,01,29.1,Y
IDCJAC0002,023000,2022,02,28.0,Y
IDCJAC0002,023000,2022,03,27.3,Y
IDCJAC0002,023000,2022,04,24.0,Y
IDCJAC0002,023000,2022,05,18.9,Y
IDCJAC0002,023000,2022,06,15.6,Y
IDCJAC0002,023000,2022,07,14.9,Y
IDCJAC0002,023000,2022,08,16.2,Y
IDCJAC0002,023000,2022,09,17.2,Y
IDCJAC0002,023000,2022,10,20.7,Y
IDCJAC0002,023000,2022,11,22.6,Y
IDCJAC0002,023000,2022,12,27.3,Y
IDCJAC0002,023000,2023,01,30.0,Y
IDCJAC0002,023000,2023,02,28.8,Y
IDCJAC0002,023000,2023,03,25.0,Y
IDCJAC0002,023000,2023,04,22.2,Y
IDCJAC0002,023000,2023,05,17.9,Y
IDCJAC0002,023000,2023,06,17.0,Y
IDCJAC0002,023000,2023,07,15.8,Y
IDCJAC0002,023000,2023,08,17.5,Y
IDCJAC0002,023000,2023,09,22.1,Y
IDCJAC0002,023000,2023,10,21.5,Y
IDCJAC0002,023000,2023,11,24.6,Y
IDCJAC0002,023000,2023,12,25.5,Y
IDCJAC0002,023000,2024,01,29.3,Y
IDCJAC0002,023000,2024,02,30.1,Y
IDCJAC0002,023000,2024,03,29.9,Y
